,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일
761,베탄코트,0.51,53,224,203,23,50,8,0,8,82,29,1,1,18,1,0,,,,,,,,,,,,2019,RF,1991-09-02
762,강동우,0.51,98,363,309,45,78,8,1,4,100,22,14,6,43,1,0,,,,,,,,,,,,2010,RF,1974-04-20
763,최준석,0.51,89,278,248,15,62,3,1,6,85,30,1,0,25,2,0,,,,,,,,,,,,2012,1B,1983-02-15
764,류지혁,0.51,118,316,276,36,69,6,2,0,79,34,18,5,24,7,0,,,,,,,,,,,,2019,SS,1994-01-13
765,김성현,0.50,144,472,426,45,105,16,2,1,128,34,6,2,33,2,0,,,,,,,,,,,,2019,SS,1987-03-09
766,박기남,0.50,90,202,171,21,49,9,0,3,67,21,2,5,22,2,0,,,,,,,,,,,,2014,3B,1981-08-14
767,김동한,0.50,26,22,20,9,7,2,1,1,14,4,5,0,2,0,0,,,,,,,,,,,,2013,2B,1988-06-24
768,이상훈,0.50,15,35,28,7,10,1,0,2,17,2,0,0,3,3,0,,,,,,,,,,,,2013,LF,1987-05-04
769,박재상,0.49,94,288,255,37,76,14,1,6,110,35,3,6,27,0,0,,,,,,,,,,,,2016,LF,1982-07-20
770,안중열,0.49,60,176,154,19,38,11,0,4,61,18,0,0,12,3,0,,,,,,,,,,,,2018,C,1995-09-01
771,김문호,0.49,40,166,137,19,36,10,0,0,46,10,8,5,21,3,0,,,,,,,,,,,,2013,LF,1987-06-22
772,오정복,0.49,66,278,239,34,62,11,1,5,90,29,3,3,33,3,0,,,,,,,,,,,,2015,LF,1986-10-13
773,정원석,0.49,82,291,248,23,62,11,0,4,85,26,3,3,32,6,1,,,,,,,,,,,,2011,1B,1977-03-27
774,서동욱,0.49,103,324,273,32,59,9,3,0,74,17,3,2,32,7,1,,,,,,,,,,,,2012,2B,1984-03-21
775,유선정,0.49,53,160,135,16,34,6,0,0,40,14,2,1,17,1,0,,,,,,,,,,,,2010,C,1986-08-21
776,신종길,0.48,116,315,281,40,62,12,1,5,91,35,23,6,27,5,0,,,,,,,,,,,,2011,RF,1983-12-31
777,최승환,0.48,24,53,46,3,13,1,0,1,17,6,0,0,5,2,0,,,,,,,,,,,,2012,C,1978-02-25
778,박진만,0.48,78,162,133,12,33,5,0,2,44,14,0,2,23,4,1,,,,,,,,,,,,2015,3B,1976-11-30
779,문규현,0.48,122,349,316,42,87,19,1,6,126,41,3,1,18,0,0,,,,,,,,,,,,2018,SS,1983-07-05
780,이진영,0.48,110,312,283,40,90,17,1,3,118,39,2,1,25,0,1,,,,,,,,,,,,2018,DH,1980-06-15
781,김재환,0.48,48,180,153,24,36,8,0,7,65,22,4,1,22,2,1,,,,,,,,,,,,2015,1B,1988-09-22
782,오선진,0.48,92,296,256,31,59,8,2,2,77,26,5,2,23,10,0,,,,,,,,,,,,2013,3B,1989-07-07
783,김성현,0.48,130,429,380,45,103,14,0,4,129,29,2,1,34,4,1,,,,,,,,,,,,2017,2B,1987-03-09
784,정진호,0.47,111,299,269,53,81,12,1,2,101,37,8,1,19,1,0,,,,,,,,,,,,2018,RF,1988-10-02
785,김태균,0.47,73,271,254,25,80,11,0,10,121,34,0,1,13,4,1,,,,,,,,,,,,2018,DH,1982-05-29
786,서상우,0.47,56,137,111,18,28,5,0,4,45,12,1,0,25,1,1,,,,,,,,,,,,2016,DH,1989-09-17
787,이여상,0.47,86,211,182,18,43,7,0,3,59,19,7,2,15,2,0,,,,,,,,,,,,2012,3B,1984-02-01
788,이성열,0.47,96,291,256,46,66,10,0,14,118,39,2,3,24,9,1,,,,,,,,,,,,2014,DH,1984-07-13
789,김원석,0.47,78,212,195,29,54,12,2,7,91,26,0,0,10,5,0,,,,,,,,,,,,2017,RF,1989-10-29
790,이원재,0.47,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,,,,,,,,,,,,2018,LF,1989-05-20
791,박노민,0.47,37,81,72,10,18,3,0,2,27,11,1,0,6,1,0,,,,,,,,,,,,2011,C,1985-08-18
792,박정준,0.46,78,195,166,24,41,6,0,4,59,21,5,2,23,1,0,,,,,,,,,,,,2013,LF,1984-06-26
793,윌리엄슨,0.46,40,168,154,19,42,7,1,4,63,15,0,1,13,0,0,,,,,,,,,,,,2019,RF,1990-07-15
794,윤요섭,0.46,66,149,126,14,30,6,0,6,54,16,1,1,20,3,1,,,,,,,,,,,,2016,C,1982-03-30
795,윤정우,0.46,46,82,67,20,20,5,0,2,31,13,6,1,5,7,0,,,,,,,,,,,,2016,RF,1988-05-12
796,이대수,0.46,125,416,375,33,87,13,1,7,123,37,2,4,26,6,0,,,,,,,,,,,,2010,SS,1981-08-21
797,최동수,0.46,94,287,252,20,70,8,0,1,81,37,0,1,26,3,3,,,,,,,,,,,,2012,1B,1971-09-11
798,이숭용,0.46,124,374,328,37,90,15,0,2,111,30,5,2,36,3,0,,,,,,,,,,,,2010,1B,1971-03-10
799,손용석,0.45,49,71,57,11,15,3,1,0,20,12,1,0,10,1,0,,,,,,,,,,,,2011,2B,1987-04-13
800,김선민,0.45,23,38,35,2,15,2,0,0,17,3,1,0,2,0,0,,,,,,,,,,,,2015,SS,1990-11-13
801,한성구,0.45,17,33,30,1,11,4,0,0,15,4,0,0,2,0,0,,,,,,,,,,,,2012,C,1988-09-14
802,고동진,0.45,93,360,312,31,85,14,0,1,102,31,4,8,34,6,0,,,,,,,,,,,,2013,RF,1980-04-01
803,안태영,0.44,41,80,63,12,17,6,0,1,26,9,1,0,7,10,0,,,,,,,,,,,,2014,DH,1985-03-15
804,김상수,0.44,122,499,453,63,119,13,1,10,164,50,12,9,27,8,0,,,,,,,,,,,,2018,SS,1990-03-23
805,최경철,0.43,25,39,32,5,10,2,0,2,18,7,0,0,3,3,0,,,,,,,,,,,,2017,C,1980-08-15
806,황윤호,0.43,57,130,123,9,37,5,2,1,49,9,2,2,5,0,0,,,,,,,,,,,,2019,2B,1993-09-22
807,최재원,0.43,114,102,85,31,21,8,0,2,35,13,14,5,10,6,0,,,,,,,,,,,,2015,CF,1990-07-30
808,이택근,0.42,100,269,241,27,67,15,1,3,93,29,0,0,25,1,1,,,,,,,,,,,,2017,RF,1980-07-10
809,이성열,0.42,104,298,265,24,58,12,0,7,91,35,5,6,25,6,0,,,,,,,,,,,,2012,RF,1984-07-13
810,김다원,0.42,86,210,189,21,51,13,1,5,81,17,2,2,12,5,0,,,,,,,,,,,,2014,RF,1985-09-17
811,이원석,0.41,79,255,231,29,58,8,2,5,85,25,0,0,19,1,0,,,,,,,,,,,,2014,3B,1986-10-21
812,류지혁,0.41,125,330,297,60,77,13,4,3,107,26,7,5,21,4,0,,,,,,,,,,,,2017,SS,1994-01-13
813,박경수,0.41,87,201,162,33,37,6,1,2,51,19,7,1,25,5,0,,,,,,,,,,,,2014,2B,1984-03-31
814,김상수,0.40,105,401,358,56,97,13,0,3,119,38,6,4,23,8,0,,,,,,,,,,,,2016,SS,1990-03-23
815,조용호,0.40,68,225,191,34,52,7,1,0,61,10,11,2,25,3,0,,,,,,,,,,,,2017,CF,1989-09-09
816,정훈,0.40,26,41,33,6,10,0,0,3,19,8,0,1,3,2,0,,,,,,,,,,,,2011,2B,1987-07-18
817,채상병,0.39,17,34,31,5,11,2,0,1,16,5,0,0,1,1,0,,,,,,,,,,,,2010,C,1979-12-18
818,정의윤,0.39,97,292,261,29,69,14,0,7,104,38,5,4,21,5,1,,,,,,,,,,,,2014,LF,1986-07-25
819,오윤,0.39,57,149,130,12,32,7,1,2,47,18,1,1,15,2,0,,,,,,,,,,,,2011,RF,1981-09-08
820,김준태,0.39,68,144,120,12,33,3,1,2,44,16,0,0,22,0,1,,,,,,,,,,,,2016,C,1994-07-31
821,김동주,0.39,28,101,82,6,21,2,0,1,26,9,1,0,10,5,0,,,,,,,,,,,,2013,3B,1976-02-03
822,박동원,0.39,39,128,117,19,29,3,0,6,50,17,0,0,9,0,1,,,,,,,,,,,,2018,C,1990-04-07
823,이홍구,0.39,112,246,222,25,48,10,1,12,96,39,1,0,12,7,1,,,,,,,,,,,,2015,C,1990-12-11
824,김호령,0.38,98,105,90,31,24,6,1,1,35,11,3,2,9,2,0,,,,,,,,,,,,2017,CF,1992-04-30
825,손시헌,0.38,68,149,135,17,36,4,1,2,48,10,1,2,5,5,0,,,,,,,,,,,,2019,SS,1980-10-19
826,박헌도,0.38,56,130,113,19,29,4,0,4,45,13,0,0,14,3,0,,,,,,,,,,,,2017,LF,1987-01-01
827,허경민,0.38,130,422,369,50,95,22,1,3,128,40,8,4,29,10,0,,,,,,,,,,,,2017,3B,1990-08-26
828,채은성,0.38,90,198,173,25,43,11,2,4,70,20,3,3,14,5,1,,,,,,,,,,,,2015,RF,1990-02-06
829,김상현,0.38,113,360,322,39,76,17,0,7,114,37,8,1,29,4,1,,,,,,,,,,,,2013,RF,1980-11-12
830,최재훈,0.38,104,309,269,22,69,10,0,1,82,16,0,2,26,8,0,,,,,,,,,,,,2017,C,1989-08-27
831,이종환,0.35,92,,,,,,,,,,,,,,,,,,,,,,,,,,2014,RF,1986-05-08
832,최원준,0.35,14,,,,,,,,,,,,,,,,,,,,,,,,,,2016,RF,1997-03-23
833,윤해진,0.35,68,,,,,,,,,,,,,,,,,,,,,,,,,,2012,SS,1989-02-25
834,류승현,0.34,35,,,,,,,,,,,,,,,,,,,,,,,,,,2018,3B,1997-07-01
835,정주현,0.34,61,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2B,1990-10-13
836,김회성,0.34,58,,,,,,,,,,,,,,,,,,,,,,,,,,2018,3B,1985-12-04
837,로니,0.34,23,,,,,,,,,,,,,,,,,,,,,,,,,,2017,1B,1984-05-07
838,박용택,0.34,64,,,,,,,,,,,,,,,,,,,,,,,,,,2019,DH,1979-04-21
839,최진행,0.34,45,,,,,,,,,,,,,,,,,,,,,,,,,,2019,LF,1985-08-17
840,장성우,0.34,118,,,,,,,,,,,,,,,,,,,,,,,,,,2017,C,1990-01-17
841,신범수,0.34,39,,,,,,,,,,,,,,,,,,,,,,,,,,2019,C,1998-01-25
842,손주인,0.34,96,,,,,,,,,,,,,,,,,,,,,,,,,,2012,2B,1983-12-01
843,신본기,0.33,99,,,,,,,,,,,,,,,,,,,,,,,,,,2013,SS,1989-03-21
844,지성준,0.33,58,,,,,,,,,,,,,,,,,,,,,,,,,,2019,C,1994-04-10
845,장성우,0.33,64,,,,,,,,,,,,,,,,,,,,,,,,,,2011,C,1990-01-17
846,한승택,0.33,61,,,,,,,,,,,,,,,,,,,,,,,,,,2018,C,1994-06-21
847,안태영,0.33,12,,,,,,,,,,,,,,,,,,,,,,,,,,2013,1B,1985-03-15
848,김재현,0.33,53,,,,,,,,,,,,,,,,,,,,,,,,,,2018,LF,1987-11-07
849,최동수,0.32,80,,,,,,,,,,,,,,,,,,,,,,,,,,2011,DH,1971-09-11
850,김지수,0.32,81,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2B,1986-08-23
851,서상우,0.32,51,,,,,,,,,,,,,,,,,,,,,,,,,,2018,DH,1989-09-17
852,이용규,0.32,57,,,,,,,,,,,,,,,,,,,,,,,,,,2017,CF,1985-08-26
853,류재원,0.32,10,,,,,,,,,,,,,,,,,,,,,,,,,,2011,LF,1983-12-13
854,현재윤,0.32,53,,,,,,,,,,,,,,,,,,,,,,,,,,2013,C,1979-07-08
855,정은원,0.32,98,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2B,2000-01-17
856,최진행,0.31,28,,,,,,,,,,,,,,,,,,,,,,,,,,2016,LF,1985-08-17
857,김태군,0.31,144,,,,,,,,,,,,,,,,,,,,,,,,,,2015,C,1989-12-30
858,최항,0.30,37,,,,,,,,,,,,,,,,,,,,,,,,,,2017,3B,1994-01-03
859,나경민,0.30,87,,,,,,,,,,,,,,,,,,,,,,,,,,2018,CF,1991-12-12
860,이흥련,0.30,88,,,,,,,,,,,,,,,,,,,,,,,,,,2014,C,1989-05-16
861,고종욱,0.30,54,,,,,,,,,,,,,,,,,,,,,,,,,,2011,CF,1989-01-11
862,이재원,0.30,114,,,,,,,,,,,,,,,,,,,,,,,,,,2017,C,1988-02-24
863,진갑용,0.29,39,,,,,,,,,,,,,,,,,,,,,,,,,,2015,C,1974-05-08
864,손인호,0.29,42,,,,,,,,,,,,,,,,,,,,,,,,,,2010,DH,1975-04-03
865,양성우,0.29,45,,,,,,,,,,,,,,,,,,,,,,,,,,2012,CF,1989-05-02
866,민병헌,0.29,64,,,,,,,,,,,,,,,,,,,,,,,,,,2010,LF,1987-03-10
867,조동화,0.28,115,,,,,,,,,,,,,,,,,,,,,,,,,,2010,LF,1981-03-22
868,김민우,0.28,33,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3B,1979-03-21
869,최원준,0.28,101,,,,,,,,,,,,,,,,,,,,,,,,,,2018,SS,1997-03-23
870,김재현,0.28,33,,,,,,,,,,,,,,,,,,,,,,,,,,2013,RF,1987-11-07
871,조인성,0.28,75,,,,,,,,,,,,,,,,,,,,,,,,,,2014,C,1975-05-25
872,고영민,0.28,52,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2B,1984-02-08
873,강민국,0.28,58,,,,,,,,,,,,,,,,,,,,,,,,,,2019,SS,1992-01-10
874,김규민,0.28,94,,,,,,,,,,,,,,,,,,,,,,,,,,2019,LF,1993-01-26
875,용덕한,0.28,59,,,,,,,,,,,,,,,,,,,,,,,,,,2014,C,1981-04-09
876,박승욱,0.28,36,,,,,,,,,,,,,,,,,,,,,,,,,,2016,SS,1992-12-04
877,김경언,0.27,38,,,,,,,,,,,,,,,,,,,,,,,,,,2017,RF,1982-12-07
878,박정환,0.27,44,,,,,,,,,,,,,,,,,,,,,,,,,,2010,1B,1977-10-23
879,김강,0.27,14,,,,,,,,,,,,,,,,,,,,,,,,,,2010,1B,1988-10-16
880,이현곤,0.27,91,,,,,,,,,,,,,,,,,,,,,,,,,,2013,1B,1980-02-21
881,정진호,0.27,31,,,,,,,,,,,,,,,,,,,,,,,,,,2016,LF,1988-10-02
882,박준태,0.27,32,,,,,,,,,,,,,,,,,,,,,,,,,,2014,RF,1991-07-26
883,황정립,0.27,21,,,,,,,,,,,,,,,,,,,,,,,,,,2013,1B,1989-12-14
884,노진혁,0.27,117,,,,,,,,,,,,,,,,,,,,,,,,,,2013,SS,1989-07-15
885,김다원,0.22,25,47,43,3,13,2,0,1,18,6,0,0,2,2,0,15,1,0,0,,,,,,,,2016,RF,1985-09-17
886,박정준,0.22,19,24,21,2,8,2,0,0,10,2,0,0,0,3,0,5,0,0,0,,,,,,,,2015,DH,1984-06-26
887,이흥련,0.22,27,44,42,3,13,2,1,0,17,5,0,0,2,0,0,12,1,0,0,,,,,,,,2019,C,1989-05-16
888,백창수,0.22,10,21,18,4,6,2,0,1,11,3,0,1,2,1,0,6,1,0,0,,,,,,,,2016,CF,1988-05-09
889,박준태,0.21,85,150,123,32,28,5,1,5,50,24,0,2,13,9,0,37,1,5,0,,,,,,,,2018,RF,1991-07-26
890,오재필,0.21,54,98,86,14,19,3,1,2,30,14,8,1,6,3,0,36,1,3,0,,,,,,,,2011,RF,1982-07-27
891,김상훈,0.21,49,108,87,7,20,4,0,0,24,8,0,0,13,1,0,17,3,5,2,,,,,,,,2013,C,1977-10-27
892,신현철,0.21,60,75,65,10,17,3,0,1,23,3,1,0,8,0,0,16,3,2,0,,,,,,,,2014,SS,1987-11-02
893,모건,0.21,10,42,33,2,9,2,0,0,11,5,1,1,4,4,0,8,1,0,1,,,,,,,,2015,CF,1980-07-02
894,김용의,0.21,71,199,171,30,43,5,1,0,50,15,11,6,22,3,1,38,3,3,0,,,,,,,,2015,RF,1985-08-20
895,조영훈,0.21,92,124,111,15,29,4,0,6,51,22,1,1,10,1,0,26,1,1,1,,,,,,,,2014,1B,1982-11-12
896,강귀태,0.21,33,89,81,4,19,4,1,1,28,10,1,0,5,0,1,11,4,2,1,,,,,,,,2011,C,1979-08-12
897,김광연,0.21,4,8,8,2,5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,,,,,,,,2013,SS,1991-11-13
898,강진성,0.21,28,32,27,5,8,3,0,1,14,5,0,0,4,1,0,4,1,0,0,,,,,,,,2017,DH,1993-10-19
899,윤요섭,0.21,89,228,186,20,38,8,1,1,51,30,2,3,23,6,0,32,6,9,4,,,,,,,,2013,C,1982-03-30
900,공민규,0.21,28,60,53,4,13,1,0,3,23,6,0,0,6,1,0,18,0,0,0,,,,,,,,2019,1B,1999-09-27
901,송민섭,0.21,104,64,53,24,16,0,1,0,18,4,0,3,7,2,0,13,0,1,1,,,,,,,,2019,RF,1991-08-02
902,강경학,0.21,41,103,86,11,19,2,3,1,30,7,0,0,13,2,0,28,1,2,0,,,,,,,,2014,SS,1992-08-11
903,이천웅,0.20,6,18,14,2,3,0,0,1,6,2,2,0,3,1,0,4,0,0,0,,,,,,,,2012,RF,1988-10-20
904,김선빈,0.20,6,27,25,3,9,2,1,0,13,0,1,1,1,0,0,3,1,1,0,,,,,,,,2016,SS,1989-12-18
905,김용의,0.20,60,189,164,17,44,6,2,0,54,8,9,4,19,0,0,49,2,6,0,,,,,,,,2017,CF,1985-08-20
906,최훈락,0.20,25,35,28,5,7,1,0,0,8,1,0,0,0,6,0,11,0,0,1,,,,,,,,2012,CF,1982-05-12
907,차화준,0.20,58,121,106,18,24,6,0,1,33,7,4,2,12,1,0,29,2,0,2,,,,,,,,2013,2B,1986-03-20
908,고영민,0.20,93,208,176,31,37,5,1,3,53,16,6,6,18,7,0,50,4,5,2,,,,,,,,2011,2B,1984-02-08
909,최항,0.20,52,147,127,12,29,5,0,0,34,14,2,0,16,2,0,24,3,1,1,,,,,,,,2019,2B,1994-01-03
910,지석훈,0.20,52,125,109,9,24,6,1,2,38,8,1,3,12,1,0,29,5,2,1,,,,,,,,2011,2B,1984-03-17
911,문선재,0.20,93,240,217,31,58,10,1,4,82,25,8,5,13,3,0,71,1,6,1,,,,,,,,2013,1B,1990-05-20
912,강진성,0.19,41,104,97,11,24,4,1,2,36,14,2,1,3,4,0,20,6,0,0,,,,,,,,2019,LF,1993-10-19
913,정현석,0.19,114,227,202,20,53,10,0,4,75,24,3,3,15,3,0,28,4,6,1,,,,,,,,2010,RF,1984-03-01
914,조동화,0.19,119,304,245,38,64,6,1,2,78,15,18,3,30,5,0,50,2,22,2,,,,,,,,2015,CF,1981-03-22
915,전준우,0.19,25,113,99,16,25,7,0,2,38,10,3,3,7,6,0,25,4,1,0,,,,,,,,2016,CF,1986-02-25
916,지재옥,0.19,7,17,13,2,3,0,0,1,6,1,0,0,3,1,0,7,0,0,0,,,,,,,,2016,C,1988-07-24
917,김인태,0.19,26,70,60,6,14,2,1,2,24,7,1,1,8,0,0,12,2,1,1,,,,,,,,2019,LF,1994-07-03
918,최영진,0.19,61,140,126,13,37,7,0,4,56,18,2,4,10,0,0,30,6,2,2,,,,,,,,2018,1B,1988-05-10
919,정희상,0.19,29,74,64,7,17,2,1,0,21,6,3,0,9,0,0,22,0,1,0,,,,,,,,2010,1B,1982-08-13
920,김성욱,0.19,125,204,182,32,47,8,1,3,66,26,3,3,17,4,0,52,4,0,1,,,,,,,,2015,LF,1993-05-01
921,조평호,0.19,26,86,79,12,21,6,0,2,33,7,1,0,6,0,1,24,1,1,0,,,,,,,,2013,1B,1985-08-07
922,오재일,0.18,75,155,132,10,32,7,0,3,48,18,1,1,20,1,0,39,1,0,2,,,,,,,,2014,1B,1986-10-29
923,백창수,0.18,25,36,31,4,10,4,0,0,14,0,0,0,3,0,0,3,0,2,0,,,,,,,,2015,2B,1988-05-09
924,전현태,0.18,78,87,69,26,13,1,0,2,20,11,7,4,13,2,1,27,0,2,1,,,,,,,,2011,2B,1986-07-09
925,허도환,0.18,93,220,182,18,40,8,0,2,54,12,0,0,20,8,0,52,6,9,1,,,,,,,,2014,C,1984-07-31
926,김회성,0.18,54,103,85,10,20,4,0,3,33,13,0,0,13,2,0,24,3,1,2,,,,,,,,2017,1B,1985-12-04
927,조성환,0.18,74,194,167,15,40,6,0,1,49,12,3,1,17,2,0,23,0,5,3,,,,,,,,2013,2B,1976-12-23
928,허경민,0.18,105,233,198,33,49,8,1,0,59,10,6,4,21,6,0,21,7,6,2,,,,,,,,2014,3B,1990-08-26
929,국해성,0.11,11,26,20,6,4,1,0,1,8,5,0,0,2,1,0,5,2,1,2,.200,.280,.400,.680,.281,63.9,0.11,2015,RF,1989-10-08
930,전현태,0.11,100,185,156,34,32,3,0,5,50,21,25,8,26,0,0,52,0,2,1,.205,.317,.321,.638,.300,72.5,0.11,2010,1B,1986-07-09
931,이대수,0.11,36,86,72,9,19,3,0,2,28,12,0,1,6,1,0,23,6,6,1,.264,.325,.389,.714,.301,71.5,0.11,2015,3B,1981-08-21
932,강경학,0.11,120,376,311,50,80,7,4,2,101,27,4,3,40,5,1,58,3,18,3,.257,.348,.325,.673,.304,66.4,0.11,2015,SS,1992-08-11
933,허도환,0.11,48,93,78,9,17,8,0,0,25,12,0,0,6,5,0,21,2,4,0,.218,.315,.321,.635,.291,55.3,0.11,2016,C,1984-07-31
934,김동한,0.11,10,8,8,3,3,0,0,0,3,0,2,0,0,0,0,2,0,0,0,.375,.375,.375,.750,.358,124.0,0.11,2012,2B,1988-06-24
935,최윤석,0.11,7,15,12,3,3,0,0,0,3,1,0,0,3,0,0,4,0,0,0,.250,.400,.250,.650,.333,102.9,0.11,2019,SS,1987-03-28
936,김응민,0.11,4,3,3,1,1,0,0,1,4,2,0,0,0,0,0,0,1,0,0,.333,.333,1.333,1.667,.641,371.9,0.11,2015,DH,1991-10-22
937,문규현,0.11,79,116,101,10,24,2,0,0,26,6,2,0,11,0,0,23,1,2,2,.238,.307,.257,.564,.274,54.3,0.11,2013,SS,1983-07-05
938,임훈,0.11,117,348,314,36,84,8,4,0,100,26,3,5,18,1,0,56,7,14,1,.268,.308,.318,.627,.288,74.3,0.11,2012,RF,1985-07-17
939,허일,0.11,71,162,149,14,38,4,0,1,45,17,2,1,12,1,0,28,1,0,0,.255,.315,.302,.617,.296,74.9,0.11,2019,CF,1992-11-20
940,김인태,0.11,46,109,95,16,25,7,0,1,35,10,0,0,12,0,0,26,0,1,1,.263,.343,.368,.711,.320,83.0,0.11,2018,RF,1994-07-03
941,김준완,0.11,6,5,4,1,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,.500,.600,.500,1.100,.525,211.2,0.11,2014,RF,1991-01-20
942,허웅,0.11,18,19,17,2,5,1,0,0,6,3,0,0,2,0,0,3,0,0,0,.294,.368,.353,.721,.341,98.5,0.11,2015,C,1983-09-17
943,허도환,0.11,23,24,22,4,6,0,0,1,9,1,0,0,1,1,0,8,1,0,0,.273,.333,.409,.742,.331,83.6,0.11,2018,C,1984-07-31
944,송성문,0.11,38,90,77,11,21,0,1,1,26,8,0,1,10,1,0,16,0,1,1,.273,.360,.338,.697,.323,82.6,0.11,2017,2B,1996-08-29
945,강명구,0.11,72,11,10,16,1,0,0,0,1,0,15,3,1,0,0,1,1,0,0,.100,.182,.100,.282,.152,-21.0,0.11,2012,2B,1980-10-25
946,박기혁,0.10,117,348,308,36,84,13,0,2,103,34,0,2,27,1,0,53,8,10,2,.273,.331,.334,.666,.306,64.1,0.10,2016,SS,1981-06-04
947,김웅빈,0.10,10,15,14,4,6,0,0,1,9,4,0,0,0,0,0,3,0,0,1,.429,.400,.643,1.043,.441,150.7,0.10,2016,2B,1996-02-09
948,김재호,0.10,84,200,177,23,38,2,2,0,44,11,3,3,16,2,0,31,5,5,0,.215,.287,.249,.536,.258,53.5,0.10,2012,SS,1985-03-21
949,최경철,0.10,38,65,53,6,13,2,1,0,17,5,0,1,4,2,0,17,0,5,1,.245,.317,.321,.637,.282,58.7,0.10,2013,C,1980-08-15
950,우동균,0.10,82,94,80,9,18,6,0,1,27,15,3,1,11,1,1,16,0,1,1,.225,.323,.338,.660,.308,76.9,0.10,2013,RF,1989-12-03
951,이병휘,0.10,21,12,12,6,3,0,0,0,3,1,5,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.236,32.3,0.10,2019,2B,1998-08-05
952,김정혁,0.10,31,91,84,15,23,5,0,0,28,13,3,1,4,2,0,18,1,0,1,.274,.319,.333,.652,.301,70.6,0.10,2017,3B,1985-08-03
953,김도환,0.10,61,106,93,7,19,6,0,2,31,7,0,0,8,0,0,36,0,4,1,.204,.265,.333,.598,.266,52.0,0.10,2019,C,2000-04-14
954,서동욱,0.10,55,118,103,14,24,5,0,3,38,15,0,0,11,3,0,45,1,1,0,.233,.325,.369,.694,.317,77.3,0.10,2015,2B,1984-03-21
955,박기남,0.10,51,93,69,8,14,3,0,0,17,3,1,1,21,0,0,19,3,3,0,.203,.389,.246,.635,.317,77.4,0.10,2015,3B,1981-08-14
956,윤요섭,0.10,46,57,51,4,15,0,0,0,15,9,1,0,2,2,0,16,0,1,1,.294,.339,.294,.633,.301,72.4,0.10,2010,DH,1982-03-30
957,강진성,0.10,3,3,2,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,.500,.667,1.000,1.667,.687,335.8,0.10,2013,3B,1993-10-19
958,이상호,0.10,15,27,25,1,7,2,0,0,9,1,3,0,0,2,0,4,3,0,0,.280,.333,.360,.693,.326,80.8,0.10,2016,2B,1989-02-05
959,김진형,0.10,14,21,18,3,3,2,0,1,8,2,0,0,3,0,0,7,1,0,0,.167,.286,.444,.730,.317,91.2,0.10,2015,3B,1990-06-07
960,박한이,0.10,30,85,74,6,19,3,0,2,28,13,0,0,9,0,0,17,0,1,1,.257,.333,.378,.712,.327,93.9,0.10,2019,DH,1979-01-28
961,임재현,0.10,6,3,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,.667,.667,.667,1.333,.630,302.3,0.10,2019,RF,1991-05-29
962,홍재호,0.10,56,87,76,16,20,6,0,1,29,9,0,0,8,0,0,12,2,3,0,.263,.333,.382,.715,.311,76.5,0.10,2018,2B,1987-05-10
963,박헌욱,0.10,10,23,22,1,6,2,0,1,11,3,1,0,1,0,0,5,1,0,0,.273,.304,.500,.804,.340,94.2,0.10,2018,CF,1993-04-11
964,백상원,0.10,5,4,4,1,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,.500,.500,.750,1.250,.571,256.8,0.10,2013,2B,1988-01-02
965,홍성흔,0.09,93,352,301,39,79,12,0,7,112,46,8,1,42,5,1,59,13,4,0,.262,.362,.372,.734,.338,97.7,0.09,2015,DH,1977-02-28
966,김선빈,0.09,33,98,93,7,27,4,0,0,31,9,2,0,3,0,0,10,3,2,0,.290,.313,.333,.646,.295,59.1,0.09,2014,SS,1989-12-18
967,최준석,0.09,93,179,153,7,39,3,0,4,54,24,0,0,24,0,0,41,6,0,2,.255,.352,.353,.705,.324,84.5,0.09,2018,DH,1983-02-15
968,최훈락,0.09,19,47,40,4,11,0,0,2,17,6,2,3,2,3,0,15,0,1,1,.275,.348,.425,.773,.345,102.4,0.09,2010,LF,1982-05-12
969,김정훈,0.09,4,3,3,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,.667,.667,.667,1.333,.638,300.1,0.09,2013,C,1987-05-23
970,조재호,0.09,1,5,4,1,3,0,0,0,3,0,0,2,1,0,0,1,0,0,0,.750,.800,.750,1.550,.719,363.1,0.09,2011,RF,1980-01-10
971,양원혁,0.09,7,6,5,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,.400,.500,.400,.900,.428,151.8,0.09,2018,2B,1991-07-21
