,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일,연봉,나이
507,박용택,1.79,107,420,370,62,111,21,0,9,159,45,19,4,38,5.0,3.0,64.0,6.0,6.0,1.0,0.3,0.3720000000000001,0.43,0.802,0.362,113.7,1.79,2010,DH,1979-04-21,35000,32
508,박용택,3.73,138,596,509,83,175,23,2,14,244,90,4,2,72,6.0,6.0,88.0,13.0,0.0,9.0,0.344,0.425,0.479,0.904,0.402,140.1,3.73,2017,DH,1979-04-21,80000,39
509,박용택,5.86,127,556,499,82,152,34,3,11,225,76,30,8,42,7.0,1.0,66.0,9.0,1.0,7.0,0.305,0.362,0.451,0.813,0.377,136.9,5.86,2012,CF,1979-04-21,35000,34
510,박용택,4.95,125,539,476,79,156,22,4,7,207,67,13,8,52,4.0,1.0,71.0,5.0,0.0,7.0,0.328,0.393,0.435,0.828,0.388,131.6,4.95,2013,CF,1979-04-21,35000,35
512,박재상,1.06,103,305,262,37,69,9,2,8,106,36,14,1,25,3.0,2.0,50.0,4.0,12.0,3.0,0.263,0.331,0.405,0.736,0.326,89.4,1.06,2013,LF,1982-07-20,16000,32
513,박재상,-0.3,100,322,269,37,58,12,0,4,82,23,6,9,34,1.0,0.0,60.0,8.0,16.0,2.0,0.21600000000000005,0.304,0.305,0.609,0.28,69.0,-0.3,2012,LF,1982-07-20,14000,31
514,박재상,1.19,93,352,301,37,77,17,4,4,114,39,13,5,33,5.0,1.0,54.0,7.0,11.0,2.0,0.256,0.337,0.379,0.716,0.326,93.6,1.19,2011,LF,1982-07-20,16000,30
515,박재상,0.6,108,292,250,34,62,12,2,7,99,37,4,5,32,3.0,0.0,53.0,4.0,6.0,1.0,0.248,0.339,0.396,0.735,0.329,89.2,0.6,2015,LF,1982-07-20,20000,34
516,박재상,0.49,94,288,255,37,76,14,1,6,110,35,3,6,27,0.0,0.0,37.0,9.0,4.0,2.0,0.298,0.363,0.431,0.794,0.35700000000000004,98.9,0.49,2016,LF,1982-07-20,20000,35
517,박재상,0.78,97,384,321,57,82,19,1,6,121,42,9,6,38,7.0,1.0,63.0,2.0,13.0,5.0,0.255,0.342,0.377,0.7190000000000001,0.322,86.9,0.78,2010,LF,1982-07-20,17000,29
518,박재상,-0.19,38,77,63,9,12,2,1,1,19,6,2,1,9,2.0,1.0,13.0,1.0,3.0,0.0,0.19,0.311,0.302,0.612,0.276,48.5,-0.19,2014,LF,1982-07-20,20000,33
519,박재홍,0.75,46,120,104,16,26,5,0,5,46,18,0,1,14,1.0,0.0,25.0,3.0,0.0,1.0,0.25,0.342,0.442,0.784,0.364,128.4,0.75,2012,RF,1973-09-07,20000,40
520,박재홍,0.13,82,219,191,22,42,7,0,8,73,27,1,2,23,1.0,0.0,34.0,6.0,3.0,1.0,0.22,0.306,0.382,0.688,0.311,79.3,0.13,2010,RF,1973-09-07,40000,38
521,박정권,3.28,110,434,363,56,106,20,1,18,182,70,4,4,64,1.0,5.0,79.0,5.0,0.0,6.0,0.292,0.394,0.501,0.895,0.405,142.6,3.28,2013,1B,1981-07-21,23500,33
522,박정권,1.43,122,472,416,61,106,18,1,12,162,59,4,6,43,4.0,2.0,80.0,7.0,6.0,3.0,0.255,0.328,0.389,0.718,0.332,105.8,1.43,2012,1B,1981-07-21,20500,32
523,박정권,3.94,124,505,431,76,132,19,4,18,213,76,17,5,63,5.0,8.0,89.0,7.0,2.0,4.0,0.306,0.398,0.494,0.892,0.396,136.6,3.94,2010,1B,1981-07-21,20000,30
524,박정권,0.59,118,345,305,37,78,14,1,16,142,51,1,1,30,5.0,0.0,78.0,4.0,0.0,5.0,0.256,0.328,0.466,0.7929999999999999,0.344,96.3,0.59,2017,1B,1981-07-21,40000,37
525,박정권,1.02,122,507,453,54,114,21,2,13,178,53,9,3,42,3.0,5.0,103.0,9.0,6.0,3.0,0.252,0.317,0.393,0.71,0.32299999999999995,91.6,1.02,2011,1B,1981-07-21,19500,31
526,박정권,1.79,124,494,438,66,123,23,0,21,209,70,3,3,46,4.0,1.0,119.0,9.0,4.0,2.0,0.281,0.353,0.477,0.83,0.364,113.0,1.79,2015,1B,1981-07-21,40000,35
527,박정권,0.84,125,468,422,59,117,17,3,18,194,59,4,0,35,5.0,0.0,99.0,7.0,2.0,4.0,0.277,0.337,0.46,0.797,0.353,95.5,0.84,2016,1B,1981-07-21,40000,36
528,박정권,3.2,120,499,452,81,140,33,2,27,258,109,7,9,41,2.0,2.0,106.0,6.0,0.0,4.0,0.31,0.3670000000000001,0.5710000000000001,0.938,0.401,130.7,3.2,2014,1B,1981-07-21,40000,34
529,박정음,-0.23,81,162,140,26,34,4,1,2,46,15,3,4,9,8.0,0.0,39.0,0.0,4.0,1.0,0.243,0.32299999999999995,0.329,0.6509999999999999,0.29600000000000004,64.8,-0.23,2017,CF,1989-04-15,5500,29
530,박정음,-0.09,60,88,71,13,14,2,1,0,18,7,6,5,11,5.0,0.0,31.0,1.0,1.0,0.0,0.197,0.345,0.254,0.598,0.3,75.9,-0.09,2019,LF,1989-04-15,5500,31
531,박정음,1.1,98,263,223,45,69,5,3,4,92,26,16,9,30,3.0,0.0,52.0,5.0,5.0,2.0,0.309,0.395,0.413,0.8079999999999999,0.37,103.8,1.1,2016,CF,1989-04-15,6600,28
532,박정준,-0.11,39,60,54,8,13,1,0,1,17,5,0,0,5,0.0,0.0,9.0,2.0,1.0,0.0,0.241,0.305,0.315,0.62,0.287,53.7,-0.11,2014,LF,1984-06-26,5300,31
533,박정준,-0.22,50,107,92,6,19,7,0,0,26,5,0,1,14,1.0,0.0,24.0,4.0,0.0,0.0,0.207,0.318,0.28300000000000003,0.6,0.297,73.5,-0.22,2011,DH,1984-06-26,4300,28
534,박정준,0.46,78,195,166,24,41,6,0,4,59,21,5,2,23,1.0,0.0,44.0,3.0,1.0,3.0,0.247,0.337,0.355,0.6920000000000001,0.326,89.1,0.46,2013,LF,1984-06-26,5300,30
535,박정환,0.27,44,104,92,15,28,9,0,1,40,10,0,2,7,1.0,0.0,18.0,2.0,4.0,0.0,0.304,0.36,0.435,0.795,0.35100000000000003,106.4,0.27,2010,1B,1977-10-23,6000,34
536,박종윤,0.72,121,459,416,41,107,19,4,9,161,47,5,2,22,5.0,5.0,64.0,10.0,15.0,1.0,0.257,0.302,0.387,0.6890000000000001,0.308,88.5,0.72,2012,1B,1982-04-11,10700,31
537,박종윤,0.07,111,162,149,24,42,7,0,2,55,29,3,2,7,0.0,1.0,27.0,3.0,2.0,4.0,0.282,0.306,0.369,0.675,0.307,80.8,0.07,2011,1B,1982-04-11,7500,30
538,박종윤,1.12,123,476,440,59,136,31,4,7,196,73,0,2,22,4.0,2.0,65.0,10.0,4.0,6.0,0.309,0.343,0.445,0.789,0.348,92.7,1.12,2014,1B,1982-04-11,16000,33
539,박종윤,-0.05,110,322,307,32,79,17,2,8,124,51,5,4,10,2.0,0.0,49.0,12.0,1.0,2.0,,,,,,,-0.05,2010,1B,1982-04-11,6500,29
540,박종윤,0.08,115,416,381,37,97,24,2,7,146,58,4,2,21,5.0,3.0,56.0,9.0,3.0,6.0,0.255,0.298,0.383,0.6809999999999999,0.31,78.4,0.08,2013,1B,1982-04-11,12000,32
541,박종윤,-0.51,73,211,195,24,55,5,1,1,65,17,3,2,10,2.0,1.0,25.0,4.0,3.0,1.0,0.282,0.322,0.333,0.655,0.302,64.6,-0.51,2016,1B,1982-04-11,16000,35
542,박준서,1.03,87,207,182,21,50,9,3,2,71,12,5,1,11,1.0,0.0,33.0,2.0,12.0,1.0,0.275,0.318,0.39,0.708,0.312,91.8,1.03,2012,2B,1981-12-11,6100,32
543,박준서,1.06,79,139,124,15,37,6,1,2,51,32,2,0,13,2.0,1.0,23.0,5.0,0.0,0.0,0.298,0.374,0.411,0.785,0.369,118.0,1.06,2013,2B,1981-12-11,6800,33
544,박준서,0.04,74,118,99,9,23,9,1,0,34,13,0,0,14,1.0,1.0,24.0,1.0,1.0,3.0,0.232,0.325,0.343,0.6679999999999999,0.304,,0.04,2014,DH,1981-12-11,6800,34
545,박준태,0.21,85,150,123,32,28,5,1,5,50,24,0,2,13,9.0,0.0,37.0,1.0,5.0,0.0,0.228,0.345,0.407,0.7509999999999999,0.326,86.1,0.21,2018,RF,1991-07-26,3800,28
546,박준태,0.27,32,55,42,6,11,0,0,0,11,2,2,0,8,5.0,0.0,18.0,1.0,0.0,0.0,0.262,0.436,0.262,0.698,0.366,102.6,0.27,2014,RF,1991-07-26,3400,24
547,박준태,-0.13,51,88,66,15,11,2,1,0,15,4,2,1,13,6.0,0.0,20.0,0.0,3.0,0.0,,,,,,,-0.13,2015,CF,1991-07-26,3800,25
548,박준태,-0.21,38,47,41,13,7,3,0,0,10,4,1,1,4,0.0,0.0,15.0,1.0,0.0,2.0,0.171,0.234,0.244,0.478,0.226,26.0,-0.21,2019,RF,1991-07-26,3800,29
549,박진만,2.21,100,340,282,42,79,18,0,6,115,39,6,5,34,5.0,2.0,44.0,6.0,15.0,4.0,0.28,0.363,0.408,0.7709999999999999,0.344,105.7,2.21,2011,SS,1976-11-30,25000,36
550,박진만,0.48,78,162,133,12,33,5,0,2,44,14,0,2,23,4.0,1.0,21.0,3.0,2.0,0.0,0.248,0.375,0.331,0.706,0.333,92.5,0.48,2015,3B,1976-11-30,20000,40
551,박진만,0.6,46,161,131,14,31,5,1,1,41,14,1,2,24,1.0,0.0,27.0,1.0,3.0,2.0,0.237,0.354,0.313,0.667,0.317,83.7,0.6,2010,SS,1976-11-30,25000,35
552,박진만,1.4,100,326,276,25,69,14,1,3,94,24,3,4,37,5.0,0.0,47.0,6.0,5.0,3.0,0.25,0.34600000000000003,0.341,0.6859999999999999,0.326,89.1,1.4,2013,SS,1976-11-30,20000,38
553,박진만,0.62,57,161,138,12,29,7,1,5,53,19,3,1,14,0.0,0.0,27.0,2.0,8.0,1.0,0.21,0.281,0.384,0.665,0.294,78.9,0.62,2012,SS,1976-11-30,20000,37
554,박찬도,-0.14,54,82,73,13,17,4,1,0,23,5,3,3,8,0.0,0.0,28.0,0.0,1.0,0.0,,,,,,,-0.14,2018,RF,1989-02-22,5000,30
555,박찬도,0.02,117,106,89,32,19,2,1,0,23,9,13,6,8,,,,,,,,,,,,,,2015,CF,1989-02-22,5000,27
556,박찬도,-0.02,30,34,32,10,9,1,0,0,10,2,0,1,2,0.0,1.0,10.0,0.0,0.0,0.0,,,,,,,-0.02,2019,RF,1989-02-22,5000,31
557,박찬호,0.91,133,541,504,60,131,15,4,2,160,49,39,6,26,4.0,0.0,83.0,8.0,5.0,2.0,0.26,0.3,0.317,0.618,0.289,68.7,0.91,2019,3B,1995-06-05,10500,25
558,박찬호,-0.42,69,46,42,9,7,0,0,0,7,3,2,0,3,0.0,0.0,9.0,2.0,1.0,0.0,0.16699999999999998,0.222,0.16699999999999998,0.389,0.192,-9.1,-0.42,2016,SS,1995-06-05,3700,22
559,박한이,1.57,112,466,394,56,112,12,3,6,148,55,4,4,51,1.0,0.0,74.0,5.0,18.0,2.0,0.284,0.366,0.376,0.742,0.34,98.9,1.57,2013,RF,1979-01-28,45000,35
560,박한이,1.62,121,506,429,77,110,19,2,4,145,30,8,2,60,5.0,3.0,88.0,7.0,10.0,2.0,0.256,0.353,0.338,0.691,0.325,93.1,1.62,2011,RF,1979-01-28,30000,33
561,박한이,2.84,111,463,388,61,118,19,4,1,148,51,4,6,58,1.0,3.0,72.0,8.0,13.0,3.0,0.304,0.393,0.381,0.775,0.358,123.9,2.84,2012,RF,1979-01-28,35000,34
562,박한이,3.4,128,470,379,64,114,21,2,11,172,63,5,4,73,3.0,2.0,54.0,10.0,10.0,5.0,0.301,0.413,0.454,0.867,0.389,131.4,3.4,2010,RF,1979-01-28,30000,32
563,박한이,0.23,68,134,118,14,31,9,0,4,52,14,0,0,13,0.0,2.0,33.0,2.0,2.0,1.0,0.263,0.333,0.441,0.774,0.331,88.1,0.23,2017,LF,1979-01-28,25000,39
564,박한이,2.74,125,567,472,83,156,22,2,9,209,80,7,6,61,5.0,1.0,74.0,9.0,24.0,5.0,0.331,0.409,0.443,0.852,0.374,108.8,2.74,2014,RF,1979-01-28,45000,36
565,박한이,1.93,94,429,367,62,110,17,4,11,168,52,6,6,53,1.0,0.0,63.0,11.0,7.0,1.0,0.3,0.389,0.458,0.846,0.377,118.2,1.93,2015,RF,1979-01-28,45000,37
566,박한이,1.57,110,401,349,57,105,21,0,14,168,69,1,0,40,2.0,2.0,72.0,5.0,6.0,4.0,0.301,0.3720000000000001,0.481,0.8540000000000001,0.374,109.2,1.57,2016,RF,1979-01-28,45000,38
567,박한이,0.59,114,392,342,47,97,16,0,10,143,43,5,3,43,0.0,2.0,91.0,9.0,6.0,1.0,0.284,0.363,0.418,0.7809999999999999,0.342,95.6,0.59,2018,DH,1979-01-28,25000,40
568,박한이,0.1,30,85,74,6,19,3,0,2,28,13,0,0,9,0.0,0.0,17.0,0.0,1.0,1.0,0.257,0.333,0.378,0.7120000000000001,0.327,93.9,0.1,2019,DH,1979-01-28,25000,41
569,박해민,1.6,119,373,310,65,92,11,4,1,114,31,36,8,37,6.0,0.0,45.0,4.0,19.0,1.0,0.297,0.381,0.368,0.7490000000000001,0.337,85.3,1.6,2014,CF,1990-02-24,15000,25
570,박해민,1.26,144,581,506,64,121,16,7,5,166,44,24,7,58,2.0,0.0,82.0,4.0,12.0,3.0,0.239,0.318,0.328,0.6459999999999999,0.3,76.8,1.26,2019,CF,1990-02-24,30000,30
571,박해민,3.52,144,608,525,96,154,22,7,0,190,47,60,8,56,2.0,1.0,126.0,8.0,23.0,2.0,0.293,0.362,0.362,0.7240000000000001,0.326,85.2,3.52,2015,CF,1990-02-24,15000,26
572,박해민,3.2,144,649,576,114,172,30,10,9,249,68,36,10,56,3.0,0.0,99.0,9.0,8.0,6.0,0.299,0.36,0.4320000000000001,0.7929999999999999,0.34700000000000003,99.1,3.2,2018,CF,1990-02-24,29000,29
573,박해민,2.22,144,638,570,96,162,25,8,7,224,54,40,12,50,1.0,0.0,78.0,6.0,8.0,9.0,0.284,0.338,0.393,0.731,0.325,85.6,2.22,2017,CF,1990-02-24,29000,28
574,박해민,2.19,141,641,564,109,169,26,12,4,231,61,52,15,49,3.0,2.0,87.0,6.0,22.0,3.0,0.3,0.35700000000000004,0.41,0.767,0.339,86.5,2.19,2016,CF,1990-02-24,23000,27
575,박헌도,0.8,108,267,218,31,54,13,0,8,91,42,0,2,37,7.0,0.0,52.0,6.0,3.0,2.0,0.248,0.371,0.417,0.789,0.35700000000000004,102.5,0.8,2015,LF,1987-01-01,8000,29
576,박헌도,0.05,47,113,94,12,23,2,0,4,37,14,2,0,9,4.0,0.0,19.0,0.0,3.0,3.0,0.245,0.327,0.394,0.721,0.317,,0.05,2014,LF,1987-01-01,2600,28
577,박헌도,0.38,56,130,113,19,29,4,0,4,45,13,0,0,14,3.0,0.0,27.0,3.0,0.0,0.0,0.257,0.354,0.398,0.752,0.343,95.3,0.38,2017,LF,1987-01-01,5600,31
578,박헌도,0.36,37,82,69,9,18,7,0,3,34,11,1,0,10,3.0,0.0,25.0,1.0,0.0,0.0,0.261,0.378,0.493,0.871,0.39,118.6,0.36,2016,LF,1987-01-01,5600,30
579,배성근,-0.08,36,48,44,4,9,1,0,0,10,2,1,0,4,0.0,0.0,13.0,0.0,0.0,0.0,0.205,0.271,0.227,0.498,0.245,40.3,-0.08,2019,2B,1995-04-27,3200,25
580,배영섭,0.91,92,244,218,39,66,11,1,6,97,26,1,0,19,3.0,1.0,44.0,5.0,3.0,1.0,0.303,0.365,0.445,0.81,0.35700000000000004,106.3,0.91,2017,LF,1986-06-27,13000,32
581,배영섭,0.71,93,381,323,53,86,17,0,4,115,22,5,8,51,5.0,0.0,42.0,10.0,1.0,1.0,0.266,0.374,0.35600000000000004,0.73,0.348,92.5,0.71,2016,RF,1986-06-27,15000,31
582,배영섭,2.42,122,479,412,64,101,15,2,2,126,34,27,6,48,9.0,0.0,69.0,4.0,7.0,3.0,0.245,0.335,0.306,0.6409999999999999,0.308,88.8,2.42,2012,CF,1986-06-27,8500,27
583,배영섭,2.64,99,384,340,51,100,15,0,2,121,24,33,8,29,9.0,1.0,47.0,9.0,4.0,2.0,0.294,0.363,0.35600000000000004,0.7190000000000001,0.341,103.9,2.64,2011,CF,1986-06-27,7000,26
584,배영섭,-0.28,69,168,147,15,36,6,0,0,42,13,1,0,16,3.0,2.0,35.0,2.0,2.0,0.0,0.245,0.331,0.28600000000000003,0.617,0.28600000000000003,59.7,-0.28,2018,LF,1986-06-27,13000,33
585,배영섭,3.73,113,476,393,66,116,16,4,2,146,38,23,10,52,20.0,1.0,62.0,9.0,8.0,3.0,0.295,0.402,0.3720000000000001,0.773,0.368,117.7,3.73,2013,CF,1986-06-27,16000,28
586,배영섭,-0.11,30,80,71,5,16,1,0,0,17,7,2,0,6,2.0,0.0,15.0,0.0,0.0,1.0,0.225,0.3,0.239,0.539,0.267,54.8,-0.11,2019,LF,1986-06-27,13000,34
587,배정대,-0.27,66,84,74,15,15,4,0,0,19,6,0,2,7,1.0,0.0,23.0,2.0,2.0,0.0,0.203,0.281,0.257,0.537,0.256,46.7,-0.27,2019,CF,1995-06-12,4800,25
588,배정대,-0.12,65,55,50,10,13,1,0,0,14,3,2,1,4,0.0,0.0,18.0,0.0,1.0,0.0,0.26,0.315,0.28,0.595,0.28300000000000003,48.6,-0.12,2016,CF,1995-06-12,0,22
589,백동훈,-0.28,30,18,18,7,2,0,0,0,2,0,4,2,0,0.0,0.0,8.0,0.0,0.0,0.0,0.111,0.111,0.111,0.222,0.106,-58.4,-0.28,2013,LF,1990-09-16,2500,24
590,백동훈,-0.27,41,52,47,8,8,2,0,0,10,2,0,1,3,2.0,0.0,16.0,0.0,0.0,0.0,0.17,0.25,0.213,0.463,0.23,30.7,-0.27,2019,RF,1990-09-16,3600,30
591,백상원,0.13,52,94,77,10,19,5,0,0,24,7,0,0,13,1.0,0.0,22.0,2.0,2.0,1.0,0.247,0.359,0.312,0.67,0.316,77.0,0.13,2015,2B,1988-01-02,4500,28
592,백상원,1.36,132,517,445,60,128,19,3,3,162,49,8,3,51,4.0,0.0,69.0,15.0,10.0,7.0,0.28800000000000003,0.361,0.364,0.725,0.335,83.9,1.36,2016,2B,1988-01-02,9000,29
593,백상원,-0.13,31,26,22,7,4,0,0,0,4,2,0,0,3,0.0,0.0,3.0,0.0,0.0,1.0,,,,,,,-0.13,2014,DH,1988-01-02,4500,27
594,백승룡,-0.13,38,64,51,7,9,2,0,0,11,3,1,1,7,2.0,0.0,13.0,1.0,4.0,0.0,,,,,,,-0.13,2011,2B,1982-08-16,3000,30
595,백승룡,0.25,33,62,52,3,12,1,0,0,13,3,3,0,6,3.0,0.0,20.0,0.0,1.0,0.0,0.231,0.344,0.25,0.594,0.297,81.5,0.25,2012,2B,1982-08-16,3500,31
596,백용환,0.7,65,177,154,22,36,6,0,10,72,30,3,1,19,1.0,0.0,47.0,5.0,0.0,3.0,0.234,0.316,0.468,0.784,0.34,92.3,0.7,2015,C,1989-03-20,6000,27
597,백용환,-0.19,47,86,79,8,14,2,0,4,28,10,0,0,5,0.0,0.0,28.0,1.0,2.0,0.0,0.177,0.226,0.354,0.581,0.248,27.6,-0.19,2014,C,1989-03-20,6000,26
598,백용환,-0.43,80,199,174,12,34,7,0,4,53,15,2,1,19,1.0,1.0,52.0,6.0,3.0,2.0,0.195,0.276,0.305,0.58,0.265,37.5,-0.43,2016,C,1989-03-20,5500,28
599,백용환,0.14,34,57,47,7,13,1,0,0,14,4,0,1,9,0.0,0.0,15.0,3.0,1.0,0.0,0.277,0.393,0.298,0.691,0.33,88.3,0.14,2018,C,1989-03-20,5300,30
600,서건창,4.46,140,646,560,111,182,30,7,7,247,63,26,13,69,10.0,2.0,58.0,6.0,3.0,4.0,0.325,0.406,0.441,0.847,0.389,116.6,4.46,2016,2B,1989-08-22,40000,28
601,서건창,3.51,127,501,433,70,115,21,10,1,159,40,39,12,45,7.0,0.0,43.0,4.0,13.0,3.0,0.266,0.342,0.3670000000000001,0.7090000000000001,0.328,102.9,3.51,2012,2B,1989-08-22,7700,24
602,서건창,1.72,86,372,316,53,84,13,2,0,101,18,26,7,33,11.0,0.0,29.0,3.0,8.0,4.0,0.266,0.35200000000000004,0.32,0.6709999999999999,0.321,85.5,1.72,2013,2B,1989-08-22,9300,25
603,서건창,0.66,37,160,141,28,48,12,0,0,60,15,2,0,12,3.0,0.0,19.0,1.0,2.0,2.0,0.34,0.399,0.426,0.8240000000000001,0.369,112.0,0.66,2018,DH,1989-08-22,38000,30
604,서건창,4.2,139,615,539,87,179,28,3,6,231,76,15,6,67,1.0,1.0,68.0,11.0,2.0,6.0,0.332,0.403,0.429,0.8320000000000001,0.378,118.2,4.2,2017,2B,1989-08-22,38000,29
605,서건창,7.63,128,616,543,135,201,41,17,7,297,67,48,17,59,8.0,0.0,47.0,1.0,4.0,2.0,0.37,0.438,0.547,0.985,0.4370000000000001,150.9,7.63,2014,2B,1989-08-22,26000,26
606,서건창,2.34,113,486,426,67,128,23,3,2,163,41,17,3,49,3.0,1.0,50.0,5.0,3.0,5.0,0.3,0.373,0.383,0.755,0.35200000000000004,112.6,2.34,2019,2B,1989-08-22,38000,31
607,서건창,1.51,85,368,312,52,93,24,4,3,134,37,9,2,42,1.0,0.0,24.0,7.0,11.0,2.0,0.298,0.381,0.429,0.81,0.359,105.8,1.51,2015,2B,1989-08-22,26000,27
608,서동욱,1.4,104,265,218,27,57,12,1,6,89,21,4,2,30,3.0,0.0,52.0,4.0,12.0,2.0,0.261,0.35600000000000004,0.408,0.764,0.342,100.2,1.4,2013,2B,1984-03-21,9000,30
609,서동욱,-0.35,39,41,34,2,5,1,0,0,6,0,1,0,3,1.0,0.0,12.0,1.0,3.0,0.0,0.147,0.237,0.17600000000000002,0.413,0.196,-6.2,-0.35,2014,LF,1984-03-21,5800,31
610,서동욱,-0.23,32,56,49,3,10,3,0,0,13,2,0,0,5,1.0,0.0,15.0,1.0,0.0,1.0,0.204,0.28600000000000003,0.265,0.551,0.26,42.0,-0.23,2018,1B,1984-03-21,18500,35
611,서동욱,3.13,124,485,411,73,120,30,3,16,204,67,9,4,60,5.0,1.0,108.0,8.0,6.0,3.0,0.292,0.386,0.496,0.883,0.389,118.1,3.13,2016,2B,1984-03-21,15000,33
612,서동욱,1.05,112,359,303,42,81,11,1,7,115,37,7,1,33,8.0,3.0,90.0,4.0,12.0,3.0,0.267,0.35200000000000004,0.38,0.731,0.332,97.5,1.05,2011,1B,1984-03-21,8500,28
613,서동욱,0.58,125,366,319,49,90,21,1,7,134,48,1,1,33,3.0,0.0,86.0,5.0,8.0,3.0,0.282,0.35200000000000004,0.42,0.772,0.339,93.9,0.58,2017,1B,1984-03-21,18500,34
614,서동욱,0.1,55,118,103,14,24,5,0,3,38,15,0,0,11,3.0,0.0,45.0,1.0,1.0,0.0,0.233,0.325,0.369,0.6940000000000001,0.317,77.3,0.1,2015,2B,1984-03-21,5800,32
615,서동욱,0.49,103,324,273,32,59,9,3,0,74,17,3,2,32,7.0,1.0,78.0,7.0,10.0,2.0,0.21600000000000005,0.312,0.271,0.583,0.278,67.4,0.49,2012,2B,1984-03-21,8500,29
616,서상우,0.32,51,84,69,10,20,0,0,2,26,14,0,1,12,1.0,0.0,18.0,1.0,0.0,2.0,0.29,0.393,0.377,0.77,0.354,106.5,0.32,2018,DH,1989-09-17,3500,30
617,서상우,0.92,58,171,159,29,54,8,0,6,80,22,5,1,9,3.0,0.0,31.0,2.0,0.0,0.0,0.34,0.386,0.503,0.889,0.398,140.0,0.92,2015,DH,1989-09-17,6000,27
618,서상우,0.47,56,137,111,18,28,5,0,4,45,12,1,0,25,1.0,1.0,37.0,1.0,0.0,0.0,0.252,0.394,0.405,0.8,0.3720000000000001,112.9,0.47,2016,DH,1989-09-17,5500,28
619,서예일,-0.22,31,21,19,3,2,0,0,0,2,0,0,0,2,0.0,0.0,8.0,1.0,0.0,0.0,0.105,0.191,0.105,0.29600000000000004,0.161,-29.5,-0.22,2016,SS,1993-06-19,2700,24
620,손시헌,2.42,128,499,433,51,118,19,1,8,163,62,0,2,46,7.0,2.0,64.0,12.0,10.0,3.0,0.273,0.35,0.376,0.726,0.331,93.0,2.42,2010,SS,1980-10-19,20200,31
621,손시헌,2.53,92,351,298,39,84,10,1,4,108,28,2,1,37,9.0,0.0,44.0,9.0,7.0,0.0,0.282,0.378,0.362,0.74,0.35100000000000003,110.5,2.53,2011,SS,1980-10-19,19700,32
622,손시헌,2.56,124,391,349,32,122,17,1,5,156,45,1,0,16,8.0,1.0,44.0,5.0,13.0,5.0,0.35,0.386,0.447,0.833,0.362,111.1,2.56,2017,SS,1980-10-19,50000,38
623,손시헌,0.38,68,149,135,17,36,4,1,2,48,10,1,2,5,5.0,0.0,23.0,2.0,4.0,0.0,0.267,0.317,0.35600000000000004,0.6729999999999999,0.308,81.5,0.38,2019,SS,1980-10-19,50000,40
624,손시헌,-0.16,67,150,128,12,24,4,0,2,34,14,2,0,15,5.0,0.0,20.0,3.0,1.0,1.0,0.188,0.295,0.266,0.561,0.266,45.2,-0.16,2018,SS,1980-10-19,50000,39
625,손시헌,1.0,93,268,234,35,59,14,1,1,78,26,3,1,21,6.0,0.0,38.0,5.0,6.0,1.0,0.252,0.328,0.333,0.662,0.311,78.9,1.0,2013,SS,1980-10-19,40000,34
626,손시헌,1.9,97,361,307,39,90,20,1,5,127,39,2,1,34,7.0,0.0,53.0,10.0,5.0,8.0,0.293,0.368,0.414,0.782,0.35200000000000004,96.1,1.9,2014,SS,1980-10-19,40000,35
627,손시헌,2.73,110,403,341,36,104,21,2,5,144,39,1,0,38,13.0,0.0,48.0,13.0,10.0,1.0,0.305,0.394,0.422,0.8170000000000001,0.371,110.3,2.73,2016,SS,1980-10-19,40000,37
628,손시헌,1.2,86,312,272,24,67,11,1,5,95,31,4,2,21,4.0,0.0,40.0,12.0,11.0,4.0,0.246,0.306,0.349,0.655,0.299,82.4,1.2,2012,SS,1980-10-19,18000,33
629,손시헌,1.2,140,508,440,56,108,24,2,13,175,58,3,2,36,14.0,0.0,66.0,16.0,13.0,5.0,0.245,0.319,0.398,0.7170000000000001,0.315,78.6,1.2,2015,SS,1980-10-19,40000,36
630,손아섭,3.59,132,556,503,61,158,26,0,5,199,58,10,5,41,6.0,4.0,79.0,7.0,2.0,4.0,0.314,0.37,0.396,0.7659999999999999,0.359,124.7,3.59,2012,RF,1988-03-18,21000,25
631,손아섭,2.75,134,568,512,78,151,22,1,10,205,63,12,8,52,1.0,1.0,92.0,6.0,1.0,2.0,0.295,0.36,0.4,0.76,0.353,113.9,2.75,2019,RF,1988-03-18,200000,32
632,손아섭,3.8,116,517,445,86,141,28,1,13,210,54,11,6,68,1.0,3.0,96.0,6.0,0.0,3.0,0.317,0.406,0.472,0.878,0.395,131.1,3.8,2015,RF,1988-03-18,60000,28
633,손아섭,2.85,121,487,422,85,129,23,0,11,185,47,6,2,50,1.0,0.0,82.0,2.0,9.0,5.0,0.306,0.377,0.438,0.815,0.3670000000000001,116.7,2.85,2010,LF,1988-03-18,8000,23
634,손아섭,6.26,122,570,483,105,175,25,3,18,260,80,10,3,80,5.0,7.0,78.0,7.0,0.0,2.0,0.362,0.456,0.5379999999999999,0.994,0.443,154.6,6.26,2014,RF,1988-03-18,60000,27
635,손아섭,4.93,116,492,442,79,144,25,5,15,224,83,13,4,43,2.0,1.0,80.0,6.0,1.0,4.0,0.326,0.385,0.507,0.892,0.407,147.9,4.93,2011,RF,1988-03-18,13000,24
